country,year,iso_code,population,gdp,fossil_share_energy,coal_share_energy,renewables_share_energy,low_carbon_share_energy,energy_per_capita,energy_per_gdp,co2,co2_per_capita,coal_co2,gas_co2,oil_co2,share_global_co2,temperature_change_from_co2
Algeria,1990,DZA,25375815.0,117843179781.0,99.881,2.433,0.119,0.119,12412.359,2.673,75.892,2.991,2.942,38.908,23.204,0.334,0.001
Algeria,1991,DZA,25987937.0,121105141795.0,99.739,2.534,0.261,0.261,12009.229,2.577,77.976,3.0,2.689,38.428,26.066,0.336,0.001
Algeria,1992,DZA,26628570.0,127982696018.0,99.827,2.935,0.173,0.173,12025.688,2.502,79.284,2.977,2.378,31.932,28.678,0.352,0.001
Algeria,1993,DZA,27277042.0,130275774703.0,99.671,2.569,0.329,0.329,10924.754,2.287,81.306,2.981,1.924,36.098,27.993,0.357,0.001
Algeria,1994,DZA,27887277.0,134279859768.0,99.847,2.388,0.153,0.153,10826.482,2.248,87.848,3.15,2.286,37.386,30.45,0.382,0.001
Algeria,1995,DZA,28470194.0,145054664533.0,99.829,2.303,0.171,0.171,10999.042,2.159,95.906,3.369,1.935,47.222,27.081,0.408,0.001
Algeria,1996,DZA,29033045.0,156579113896.0,99.879,1.096,0.121,0.121,10674.896,1.979,99.56,3.429,1.407,50.567,27.407,0.411,0.001
Algeria,1997,DZA,29579299.0,164644463404.0,99.93,1.999,0.07,0.07,10069.873,1.809,87.517,2.959,1.381,39.007,30.019,0.359,0.001
Algeria,1998,DZA,30054135.0,179962887740.0,99.806,2.067,0.194,0.194,10259.786,1.713,105.74,3.518,2.11,54.641,33.09,0.435,0.001
Algeria,1999,DZA,30474360.0,193179776879.0,99.819,2.192,0.181,0.181,10219.548,1.612,90.613,2.973,2.173,50.92,22.188,0.365,0.001
Algeria,2000,DZA,30903894.0,208554150552.0,99.95,1.881,0.05,0.05,9705.756,1.438,84.552,2.736,1.96,38.534,26.828,0.331,0.001
Algeria,2001,DZA,31331226.0,223420294027.0,99.939,2.095,0.061,0.061,9920.229,1.391,86.019,2.745,2.096,41.029,28.458,0.335,0.001
Algeria,2002,DZA,31750832.0,245360923720.0,99.951,2.655,0.049,0.049,10139.907,1.312,89.658,2.824,2.609,44.653,29.495,0.341,0.001
Algeria,2003,DZA,32175813.0,273568638765.0,99.786,2.092,0.214,0.214,10471.285,1.232,94.078,2.924,2.788,44.027,31.943,0.34,0.001
Algeria,2004,DZA,32628286.0,296773569597.0,99.806,2.404,0.194,0.194,10720.079,1.179,90.853,2.784,1.924,41.209,32.818,0.318,0.001
Algeria,2005,DZA,33109258.0,326854481030.0,99.592,1.887,0.408,0.408,11062.512,1.121,109.564,3.309,2.363,61.211,31.052,0.37,0.001
Algeria,2006,DZA,33623505.0,345705309468.0,99.847,2.705,0.153,0.153,11278.422,1.097,103.798,3.087,2.7,49.306,35.233,0.339,0.001
Algeria,2007,DZA,34189420.0,371665260161.0,99.85,2.203,0.15,0.15,11688.989,1.075,107.549,3.146,3.012,51.076,38.322,0.341,0.001
Algeria,2008,DZA,34816963.0,395658515586.0,99.824,2.079,0.176,0.176,12165.246,1.071,108.596,3.119,3.008,51.551,37.363,0.339,0.001
Algeria,2009,DZA,35490442.0,418247711085.0,99.8,1.259,0.2,0.2,12647.33,1.073,116.328,3.278,1.594,54.894,44.891,0.369,0.002
Algeria,2010,DZA,36188237.0,450705801593.0,99.892,0.821,0.108,0.108,12130.873,0.974,117.847,3.257,1.216,53.368,45.365,0.354,0.002
Algeria,2011,DZA,36903374.0,482028679734.0,99.779,0.689,0.221,0.221,12586.607,0.964,124.715,3.38,1.121,56.721,46.92,0.362,0.002
Algeria,2012,DZA,37646165.0,498417638719.0,99.789,0.669,0.211,0.211,13485.354,1.019,135.593,3.602,1.107,64.116,48.541,0.388,0.002
Algeria,2013,DZA,38414176.0,512373332647.0,99.939,0.342,0.061,0.061,13978.61,1.048,141.534,3.684,0.777,65.45,52.018,0.401,0.002
Algeria,2014,DZA,39205035.0,531843509827.0,99.89,0.356,0.11,0.11,14937.195,1.101,152.435,3.888,0.579,73.833,53.582,0.43,0.002
Algeria,2015,DZA,40019528.0,551521739825.0,99.909,0.25,0.091,0.091,15430.422,1.12,160.322,4.006,0.535,78.769,55.59,0.453,0.002
Algeria,2016,DZA,40850719.0,569170418715.0,99.863,0.092,0.137,0.137,15103.672,1.084,158.308,3.875,0.0,78.679,54.628,0.447,0.002
Algeria,2017,DZA,41689302.0,577138830559.0,99.768,0.339,0.232,0.232,14962.943,1.081,165.252,3.964,0.923,82.354,55.324,0.459,0.002
Algeria,2018,DZA,42505033.0,584064441740.0,99.729,0.869,0.271,0.271,15753.894,1.146,174.461,4.104,1.546,88.889,56.231,0.475,0.002
Algeria,2019,DZA,43294551.0,589905104177.0,99.723,0.692,0.277,0.277,16037.789,1.177,182.425,4.214,1.275,91.998,59.637,0.492,0.002
Algeria,2020,DZA,44042094.0,559819958223.0,99.717,0.235,0.283,0.283,14733.604,1.159,171.139,3.886,0.575,87.026,54.13,0.487,0.002
Algeria,2021,DZA,44761099.0,578853830170.0,99.762,0.439,0.238,0.238,15808.98,1.222,182.036,4.067,1.176,96.259,57.343,0.494,0.002
Algeria,2022,DZA,45477391.0,595820067103.0,99.772,0.296,0.228,0.228,16145.337,1.232,192.779,4.239,0.758,101.379,61.61,0.514,0.002
Argentina,1990,ARG,32755907.0,338751144000.0,86.305,2.405,9.729,13.695,15680.393,1.516,112.188,3.425,3.14,43.213,59.188,0.494,0.005
Argentina,1991,ARG,33230293.0,376057930424.0,87.28,2.079,8.57,12.72,15722.361,1.389,117.727,3.543,2.939,47.284,61.233,0.507,0.005
Argentina,1992,ARG,33693532.0,416679827242.0,86.826,2.187,9.64,13.174,16630.447,1.345,121.514,3.606,3.107,48.303,63.633,0.54,0.006
Argentina,1993,ARG,34152719.0,444780261628.0,84.698,1.406,11.552,15.302,16948.301,1.301,118.021,3.456,2.528,40.807,67.152,0.519,0.006
Argentina,1994,ARG,34613492.0,472926751991.0,83.661,1.166,12.563,16.339,17657.168,1.292,118.507,3.424,3.561,42.677,67.203,0.516,0.006
Argentina,1995,ARG,35070016.0,461601030169.0,85.032,1.185,11.83,14.968,17982.643,1.366,125.415,3.576,3.741,53.194,62.834,0.533,0.006
Argentina,1996,ARG,35513795.0,489406483416.0,87.189,1.186,9.646,12.811,18559.109,1.347,131.446,3.701,3.114,57.542,65.921,0.542,0.006
Argentina,1997,ARG,35947790.0,531526379817.0,84.886,0.924,11.781,15.114,18609.811,1.259,136.617,3.8,2.807,61.504,66.868,0.56,0.006
Argentina,1998,ARG,36372862.0,554567078807.0,86.215,1.195,10.78,13.785,19087.227,1.252,139.505,3.835,3.155,61.614,69.576,0.574,0.006
Argentina,1999,ARG,36794687.0,538270560194.0,88.579,1.41,8.606,11.421,19175.273,1.311,148.345,4.032,2.788,67.619,72.723,0.597,0.006
Argentina,2000,ARG,37213986.0,536480965694.0,85.985,1.076,11.557,14.015,18907.803,1.312,143.355,3.852,2.36,69.438,67.434,0.562,0.006
Argentina,2001,ARG,37624817.0,514867255248.0,82.098,0.905,15.036,17.902,18268.281,1.335,135.004,3.588,2.008,64.807,64.334,0.525,0.006
Argentina,2002,ARG,38029345.0,460558541367.0,82.217,0.704,15.335,17.783,17306.4,1.429,124.93,3.285,1.579,62.618,57.495,0.476,0.006
Argentina,2003,ARG,38424283.0,503104157615.0,83.435,0.801,13.613,16.565,18341.469,1.401,134.421,3.498,2.48,69.068,59.355,0.486,0.006
Argentina,2004,ARG,38815915.0,550306327169.0,85.674,1.277,11.465,14.326,19351.779,1.365,157.235,4.051,2.532,82.913,67.813,0.55,0.007
Argentina,2005,ARG,39216786.0,601050418142.0,85.629,1.388,12.032,14.371,20306.785,1.325,161.728,4.124,3.668,81.967,71.8,0.546,0.007
Argentina,2006,ARG,39622113.0,652296814311.0,84.832,1.197,12.678,15.168,21100.816,1.282,174.342,4.4,3.968,83.867,81.911,0.57,0.007
Argentina,2007,ARG,40016767.0,714725198062.0,87.741,1.663,10.024,12.259,21717.797,1.216,173.764,4.342,3.759,87.178,77.952,0.552,0.007
Argentina,2008,ARG,40424151.0,747157417513.0,87.894,2.006,9.872,12.106,21746.203,1.177,187.596,4.641,3.975,90.12,88.658,0.585,0.007
Argentina,2009,ARG,40854832.0,705920838368.0,86.267,1.137,11.193,13.733,20858.098,1.207,178.378,4.366,3.305,87.993,82.38,0.566,0.007
Argentina,2010,ARG,41288694.0,785785170150.0,86.765,1.538,11.092,13.235,21368.264,1.123,186.121,4.508,4.082,86.928,90.145,0.559,0.008
Argentina,2011,ARG,41730655.0,837742673804.0,87.749,1.621,10.412,12.251,21743.625,1.083,189.884,4.55,4.825,92.586,86.906,0.551,0.008
Argentina,2012,ARG,42161718.0,829147409948.0,88.541,1.456,9.701,11.459,22393.107,1.139,191.715,4.547,5.078,95.383,85.589,0.548,0.008
Argentina,2013,ARG,42582453.0,849088398588.0,88.284,1.489,10.134,11.716,23705.746,1.189,189.525,4.451,4.84,91.338,87.487,0.537,0.008
Argentina,2014,ARG,43024071.0,827750786191.0,88.183,1.61,10.396,11.817,23080.285,1.2,188.539,4.382,5.536,92.844,84.292,0.532,0.008
Argentina,2015,ARG,43477011.0,850356641236.0,87.95,1.575,10.275,12.05,23230.486,1.188,191.809,4.412,5.467,93.535,86.954,0.542,0.008
Argentina,2016,ARG,43900312.0,832669278245.0,88.332,1.219,9.586,11.668,22909.215,1.208,190.02,4.328,4.192,96.301,84.554,0.537,0.008
Argentina,2017,ARG,44288898.0,856142153676.0,88.019,1.263,10.445,11.981,22511.016,1.165,187.068,4.224,4.28,96.444,80.857,0.52,0.008
Argentina,2018,ARG,44654876.0,833736983405.0,87.432,1.399,10.824,12.568,22081.684,1.183,182.483,4.087,4.356,96.125,76.109,0.497,0.008
Argentina,2019,ARG,44973469.0,817053926667.0,86.311,0.883,11.417,13.689,20582.312,1.133,180.428,4.012,2.143,95.606,76.609,0.487,0.009
Argentina,2020,ARG,45191960.0,735814250460.0,85.285,1.167,11.833,14.715,19117.824,1.174,164.613,3.643,3.224,89.085,66.675,0.468,0.009
Argentina,2021,ARG,45312282.0,812324184006.0,86.394,1.491,10.947,13.606,20925.615,1.167,190.197,4.197,4.51,93.073,85.441,0.516,0.009
Argentina,2022,ARG,45407904.0,854914363923.0,86.146,1.497,12.01,13.854,22049.938,1.171,183.768,4.047,4.731,89.62,81.967,0.49,0.009
Australia,1990,AUS,17126304.0,464136588000.0,95.863,42.384,4.137,4.137,61372.223,2.265,278.061,16.236,141.877,34.455,88.851,1.223,0.008
Australia,1991,AUS,17353191.0,461302112920.0,95.606,43.538,4.394,4.394,60158.379,2.263,279.437,16.103,146.083,32.786,88.251,1.204,0.008
Australia,1992,AUS,17549286.0,478633731062.0,95.611,43.116,4.389,4.389,60425.266,2.216,284.433,16.208,150.049,33.97,87.923,1.263,0.008
Australia,1993,AUS,17722905.0,501524767329.0,95.593,42.432,4.407,4.407,61188.77,2.162,288.78,16.294,150.096,35.67,90.392,1.269,0.008
Australia,1994,AUS,17897433.0,527993237904.0,95.804,41.712,4.196,4.196,62888.992,2.132,293.613,16.405,151.376,37.032,91.928,1.278,0.008
Australia,1995,AUS,18095340.0,549038744439.0,95.998,42.049,4.002,4.002,63789.848,2.102,304.962,16.853,155.735,39.847,96.148,1.297,0.009
Australia,1996,AUS,18305305.0,574765618472.0,96.0,42.521,4.0,4.0,64906.695,2.067,311.851,17.036,160.388,39.781,98.723,1.287,0.009
Australia,1997,AUS,18504911.0,601472798853.0,96.086,43.6,3.914,3.914,65781.891,2.024,320.243,17.306,167.683,41.09,98.41,1.314,0.009
Australia,1998,AUS,18701710.0,634847053105.0,96.187,44.481,3.813,3.813,66642.594,1.963,334.038,17.861,177.614,43.506,99.17,1.375,0.009
Australia,1999,AUS,18909980.0,664520698611.0,96.214,45.386,3.786,3.786,68606.484,1.952,343.876,18.185,183.231,45.564,100.839,1.384,0.009
Australia,2000,AUS,19132472.0,692059312020.0,96.235,45.435,3.765,3.765,68222.211,1.886,349.898,18.288,185.797,46.61,102.678,1.372,0.01
Australia,2001,AUS,19365438.0,713890072308.0,96.345,44.626,3.655,3.655,67924.375,1.843,357.668,18.469,190.082,49.326,103.202,1.392,0.01
Australia,2002,AUS,19595356.0,747065694937.0,96.289,44.736,3.711,3.711,68472.609,1.796,362.425,18.495,191.147,50.589,105.481,1.38,0.01
Australia,2003,AUS,19819449.0,774450991263.0,96.203,45.37,3.797,3.797,68662.977,1.757,370.784,18.708,195.386,49.912,110.951,1.341,0.01
Australia,2004,AUS,20046679.0,809792445090.0,96.171,45.805,3.829,3.829,70058.688,1.734,382.005,19.056,202.225,51.455,114.086,1.335,0.011
Australia,2005,AUS,20294490.0,840092380696.0,95.905,45.356,4.095,4.095,69494.242,1.679,385.082,18.975,200.715,53.322,116.654,1.301,0.011
Australia,2006,AUS,20590566.0,866678665246.0,95.976,44.664,4.024,4.024,71432.609,1.697,391.373,19.007,204.401,54.849,117.407,1.279,0.011
Australia,2007,AUS,20954545.0,911250727265.0,96.214,43.228,3.786,3.786,71877.82,1.653,398.896,19.036,203.559,61.006,118.853,1.266,0.011
Australia,2008,AUS,21370595.0,937889628737.0,96.501,44.301,3.499,3.499,71675.375,1.633,404.279,18.918,204.688,61.744,122.482,1.261,0.011
Australia,2009,AUS,21783014.0,963129933389.0,96.278,43.471,3.722,3.722,69299.156,1.567,406.977,18.683,206.066,63.087,122.362,1.291,0.012
Australia,2010,AUS,22141583.0,993853968687.0,95.912,40.35,4.088,4.088,68144.984,1.518,405.026,18.293,200.635,64.246,124.506,1.216,0.012
Australia,2011,AUS,22479779.0,1024000293343.0,94.608,38.106,5.392,5.392,69333.531,1.522,403.874,17.966,192.232,66.46,129.836,1.171,0.012
Australia,2012,AUS,22852648.0,1062662906305.0,94.6,36.206,5.4,5.4,67218.164,1.446,405.005,17.722,189.244,67.7,132.478,1.159,0.012
Australia,2013,AUS,23236271.0,1086068056518.0,93.827,33.952,6.173,6.173,66946.461,1.432,397.85,17.122,176.436,69.98,135.764,1.128,0.013
Australia,2014,AUS,23595599.0,1113888062929.0,94.337,33.424,5.663,5.663,66387.727,1.406,392.61,16.639,168.219,70.907,137.132,1.107,0.013
Australia,2015,AUS,23947997.0,1139303344945.0,94.045,33.856,5.955,5.955,66879.32,1.406,400.589,16.727,174.222,71.665,136.869,1.131,0.013
Australia,2016,AUS,24329963.0,1169967279612.0,93.215,33.746,6.785,6.785,66045.68,1.373,409.666,16.838,179.594,74.093,136.761,1.157,0.013
Australia,2017,AUS,24731044.0,1197832839959.0,93.627,32.676,6.373,6.373,64778.02,1.337,413.408,16.716,176.951,75.477,139.221,1.149,0.013
Australia,2018,AUS,25119700.0,1231576952488.0,92.152,31.444,7.848,7.848,64726.418,1.32,414.781,16.512,169.336,78.346,143.397,1.129,0.014
Australia,2019,AUS,25482714.0,1255505542015.0,91.593,29.097,8.407,8.407,65938.531,1.338,414.925,16.283,164.888,80.305,142.693,1.119,0.014
Australia,2020,AUS,25743787.0,1232259790388.0,89.708,29.709,10.292,10.292,61584.258,1.287,398.547,15.481,156.622,83.378,134.777,1.134,0.014
Australia,2021,AUS,25956417.0,1296705194119.0,87.717,28.679,12.283,12.283,61230.445,1.226,388.472,14.966,151.821,80.198,134.179,1.054,0.014
Australia,2022,AUS,26200987.0,1344251444393.0,86.753,25.994,13.247,13.247,63386.535,1.235,384.078,14.659,146.0,80.249,133.833,1.023,0.014
Austria,1990,AUT,7679627.0,207979127656.0,72.236,14.52,27.764,27.764,43468.785,1.605,62.191,8.098,18.139,11.836,28.9,0.274,0.002
Austria,1991,AUT,7757140.0,215992683383.0,73.472,14.54,26.528,26.528,45042.395,1.618,65.79,8.481,18.7,12.502,31.407,0.284,0.002
Austria,1992,AUT,7842715.0,221400873854.0,70.172,11.488,29.828,29.828,43963.363,1.557,60.291,7.688,14.385,12.518,30.152,0.268,0.002
Austria,1993,AUT,7907492.0,223462931302.0,69.282,10.11,30.718,30.718,44570.805,1.577,60.711,7.678,13.275,13.023,31.266,0.267,0.002
Austria,1994,AUT,7938157.0,229749328956.0,69.972,10.339,30.028,30.028,44016.273,1.521,61.08,7.694,13.459,13.658,30.716,0.266,0.002
Austria,1995,AUT,7950322.0,236824462430.0,69.86,11.177,30.14,30.14,46244.852,1.552,64.063,8.058,15.425,14.901,30.854,0.272,0.002
Austria,1996,AUT,7960917.0,243480734505.0,72.926,10.965,27.074,27.074,47192.613,1.543,67.41,8.468,15.069,15.797,33.776,0.278,0.002
Austria,1997,AUT,7969804.0,249847313444.0,71.736,11.489,28.264,28.264,47751.309,1.523,67.305,8.445,16.157,15.301,32.849,0.276,0.002
Austria,1998,AUT,7978465.0,259776337669.0,71.468,9.891,28.532,28.532,48787.238,1.498,66.937,8.39,13.707,15.717,34.654,0.276,0.002
Austria,1999,AUT,7993894.0,270186173474.0,69.332,9.778,30.668,30.668,49137.969,1.454,65.668,8.215,13.876,16.102,32.805,0.264,0.002
Austria,2000,AUT,8012929.0,280410163017.0,68.732,10.958,31.268,31.268,49316.637,1.409,66.204,8.262,15.751,15.264,32.179,0.26,0.002
Austria,2001,AUT,8042233.0,285335695766.0,70.589,10.987,29.411,29.411,50557.285,1.425,70.191,8.728,16.562,16.156,34.424,0.273,0.002
Austria,2002,AUT,8081640.0,291231427735.0,71.077,11.159,28.923,28.923,50339.801,1.397,71.988,8.908,16.736,16.069,36.067,0.274,0.002
Austria,2003,AUT,8122604.0,294489280951.0,75.879,11.837,24.121,24.121,50193.703,1.384,77.412,9.53,17.941,17.267,39.089,0.28,0.002
Austria,2004,AUT,8173496.0,303692479841.0,73.881,11.2,26.119,26.119,51686.262,1.391,77.716,9.508,17.766,17.662,39.122,0.272,0.002
Austria,2005,AUT,8229204.0,311441138652.0,73.683,11.01,26.317,26.317,52416.992,1.385,79.095,9.612,17.862,18.701,39.395,0.267,0.002
Austria,2006,AUT,8269901.0,323236897651.0,73.01,11.134,26.99,26.99,51495.746,1.318,76.796,9.286,17.866,17.498,38.117,0.251,0.002
Austria,2007,AUT,8296948.0,336303973991.0,70.906,10.901,29.094,29.094,50628.93,1.249,74.092,8.93,17.456,16.496,36.602,0.235,0.002
Austria,2008,AUT,8323250.0,342892519161.0,70.423,10.668,29.577,29.577,51008.945,1.238,73.466,8.827,17.028,17.436,35.457,0.229,0.002
Austria,2009,AUT,8345073.0,331119036991.0,67.452,8.318,32.548,32.548,49103.516,1.238,67.302,8.065,12.83,17.036,34.408,0.214,0.002
Austria,2010,AUT,8365087.0,338832243101.0,69.887,9.496,30.113,30.113,50394.973,1.244,72.0,8.607,15.497,18.778,34.785,0.216,0.002
Austria,2011,AUT,8393272.0,349713455451.0,70.842,10.376,29.158,29.158,47165.023,1.132,69.892,8.327,15.818,17.73,33.269,0.203,0.002
Austria,2012,AUT,8431599.0,352093108730.0,65.502,9.257,34.498,34.498,49148.723,1.177,67.26,7.977,14.686,16.945,32.627,0.192,0.002
Austria,2013,AUT,8481411.0,352182904722.0,65.976,9.465,34.024,34.024,48441.508,1.167,67.759,7.989,14.959,16.332,33.45,0.192,0.002
Austria,2014,AUT,8547812.0,354511819035.0,64.983,9.048,35.017,35.017,46197.699,1.114,64.159,7.506,13.801,14.947,32.413,0.181,0.002
Austria,2015,AUT,8644037.0,358108266932.0,66.948,9.765,33.052,33.052,45856.262,1.107,66.358,7.677,14.371,15.966,32.995,0.187,0.002
Austria,2016,AUT,8737920.0,365232738553.0,65.974,8.824,34.026,34.026,46881.992,1.122,67.219,7.693,13.334,16.737,34.108,0.19,0.002
Austria,2017,AUT,8798779.0,373481694490.0,66.787,8.923,33.213,33.213,47457.57,1.118,69.601,7.91,14.023,17.975,34.546,0.193,0.002
Austria,2018,AUT,8841653.0,382540042762.0,66.861,8.052,33.139,33.139,46190.699,1.068,66.567,7.529,12.294,17.019,34.087,0.181,0.002
Austria,2019,AUT,8880876.0,388344674039.0,65.811,8.09,34.189,34.189,48188.984,1.102,67.951,7.651,13.005,17.791,34.088,0.183,0.002
Austria,2020,AUT,8921402.0,363281092036.0,63.12,7.409,36.88,36.88,44852.156,1.101,62.18,6.97,11.371,16.959,30.779,0.177,0.003
Austria,2021,AUT,8967053.0,379835198584.0,65.362,7.567,34.638,34.638,45314.195,1.07,65.751,7.333,12.408,17.923,32.17,0.178,0.003
Austria,2022,AUT,9064678.0,398815419150.0,64.866,7.704,35.134,35.134,42122.105,0.957,61.454,6.78,11.663,15.968,30.702,0.164,0.003
Azerbaijan,1990,AZE,7231084.0,53235601363.0,98.23,0.398,1.77,1.77,36032.113,4.894,51.345,7.101,0.343,27.841,22.493,0.226,0.001
Azerbaijan,1991,AZE,7314317.0,53426621017.0,98.046,0.312,1.954,1.954,34227.562,4.686,50.074,6.846,0.251,26.636,22.543,0.216,0.001
Azerbaijan,1992,AZE,7405781.0,41795295334.0,97.733,0.065,2.267,2.267,28949.521,5.13,56.174,7.585,0.066,22.6,31.225,0.249,0.001
Azerbaijan,1993,AZE,7504119.0,32486438953.0,96.368,0.019,3.632,3.632,24783.752,5.725,48.406,6.451,0.011,17.283,30.818,0.213,0.001
Azerbaijan,1994,AZE,7608894.0,26372096369.0,97.019,0.027,2.981,2.981,22455.918,6.479,41.945,5.513,0.004,16.671,25.032,0.183,0.001
Azerbaijan,1995,AZE,7719283.0,23188276303.0,97.305,0.022,2.695,2.695,20811.258,6.928,33.309,4.315,0.015,13.308,19.885,0.142,0.001
Azerbaijan,1996,AZE,7830981.0,24026379639.0,96.752,0.027,3.248,3.248,16823.014,5.483,31.242,3.99,0.015,11.737,19.37,0.129,0.001
Azerbaijan,1997,AZE,7936220.0,26436933201.0,96.221,0.028,3.779,3.779,15896.062,4.772,29.843,3.76,0.015,11.062,18.551,0.122,0.001
Azerbaijan,1998,AZE,8025808.0,28328460213.0,95.709,0.0,4.291,4.291,15779.74,4.471,31.785,3.96,0.004,10.599,20.948,0.131,0.001
Azerbaijan,1999,AZE,8100472.0,31898574736.0,96.682,0.0,3.318,3.318,15598.277,3.961,28.822,3.558,0.0,11.688,16.777,0.116,0.001
Azerbaijan,2000,AZE,8174784.0,34255707098.0,96.767,0.0,3.233,3.233,16153.973,3.855,29.765,3.641,0.0,11.421,17.965,0.117,0.001
Azerbaijan,2001,AZE,8251776.0,36862177017.0,97.17,0.027,2.83,2.83,15418.192,3.451,28.415,3.444,0.0,16.576,11.278,0.111,0.001
Azerbaijan,2002,AZE,8326141.0,40295217200.0,95.581,0.019,4.419,4.419,15086.057,3.117,28.57,3.431,0.0,16.622,11.287,0.109,0.001
Azerbaijan,2003,AZE,8400528.0,44994637993.0,95.037,0.026,4.963,4.963,16193.649,3.023,30.488,3.629,0.0,17.054,12.697,0.11,0.001
Azerbaijan,2004,AZE,8489874.0,50107477354.0,95.134,0.007,4.866,4.866,18127.234,3.071,32.253,3.799,0.0,18.622,12.731,0.113,0.001
Azerbaijan,2005,AZE,8597248.0,64019175136.0,95.136,0.023,4.864,4.864,19405.906,2.606,34.194,3.977,0.0,18.533,14.638,0.116,0.001
Azerbaijan,2006,AZE,8711380.0,87026407066.0,95.886,0.023,4.114,4.114,18836.461,1.886,34.522,3.963,0.0,20.465,12.977,0.113,0.001
Azerbaijan,2007,AZE,8828313.0,109944254894.0,95.827,0.039,4.173,4.173,17112.117,1.374,30.037,3.402,0.022,17.578,11.456,0.095,0.001
Azerbaijan,2008,AZE,8942637.0,123130002462.0,96.094,0.03,3.906,3.906,16903.684,1.228,33.037,3.694,0.015,20.738,10.607,0.103,0.001
Azerbaijan,2009,AZE,9046336.0,136020226283.0,95.327,0.038,4.673,4.673,14389.062,0.957,29.103,3.217,0.015,18.789,9.241,0.092,0.001
Azerbaijan,2010,AZE,9146852.0,144296577620.0,92.979,0.038,7.021,7.021,14041.92,0.89,27.549,3.012,0.022,17.968,8.695,0.083,0.001
Azerbaijan,2011,AZE,9256156.0,145980469968.0,95.229,0.029,4.771,4.771,15745.113,0.998,30.21,3.264,0.018,19.023,10.267,0.088,0.001
Azerbaijan,2012,AZE,9376179.0,149196415149.0,96.867,0.029,3.133,3.133,16007.676,1.006,32.77,3.495,0.015,19.831,11.639,0.094,0.001
Azerbaijan,2013,AZE,9504417.0,157913964589.0,97.388,0.025,2.612,2.612,16225.271,0.977,33.559,3.531,0.011,19.936,12.069,0.095,0.001
Azerbaijan,2014,AZE,9631136.0,162332395164.0,97.712,0.015,2.288,2.288,16326.349,0.969,34.345,3.566,0.007,21.2,11.63,0.097,0.001
Azerbaijan,2015,AZE,9752859.0,164036906588.0,97.404,0.02,2.596,2.596,17618.029,1.047,34.683,3.556,0.011,21.933,11.534,0.098,0.001
Azerbaijan,2016,AZE,9868434.0,159010796104.0,96.855,0.008,3.145,3.145,17246.135,1.07,34.727,3.519,0.004,21.51,12.136,0.098,0.001
Azerbaijan,2017,AZE,9968510.0,159255674569.0,97.132,0.007,2.868,2.868,16748.137,1.048,34.698,3.481,0.004,20.894,12.587,0.096,0.001
Azerbaijan,2018,AZE,10039782.0,161644514845.0,97.183,0.005,2.817,2.817,17546.863,1.09,34.576,3.444,0.004,21.282,11.837,0.094,0.001
Azerbaijan,2019,AZE,10110483.0,165653307401.0,97.549,0.004,2.451,2.451,18385.926,1.122,37.753,3.734,0.004,24.122,12.112,0.102,0.001
Azerbaijan,2020,AZE,10181736.0,158697520949.0,98.21,0.002,1.79,1.79,18162.768,1.165,36.237,3.559,0.004,24.333,10.629,0.103,0.001
Azerbaijan,2021,AZE,10234372.0,167584576527.0,98.07,0.001,1.93,1.93,19302.547,1.179,38.3,3.742,0.0,25.222,11.744,0.104,0.001
Azerbaijan,2022,AZE,10295307.0,175370552026.0,97.812,0.0,2.188,2.188,20425.451,1.199,41.175,3.999,0.044,26.793,12.847,0.11,0.001
Bangladesh,1990,BGD,111633722.0,112105268328.0,96.668,4.441,3.332,3.332,661.596,0.659,14.082,0.126,1.07,7.575,5.337,0.062,0.001
Bangladesh,1991,BGD,113787112.0,117331560870.0,96.726,1.472,3.274,3.274,626.21,0.607,14.753,0.13,0.341,9.057,5.276,0.064,0.001
Bangladesh,1992,BGD,115952198.0,123425133934.0,97.149,1.266,2.851,2.851,670.195,0.63,15.391,0.133,0.322,9.607,5.386,0.068,0.001
Bangladesh,1993,BGD,118132363.0,129907345176.0,98.021,0.429,1.979,1.979,723.221,0.658,16.074,0.136,0.121,10.389,5.491,0.071,0.001
Bangladesh,1994,BGD,120343183.0,137432659561.0,97.401,0.379,2.599,2.599,753.595,0.66,17.553,0.146,0.099,11.472,5.91,0.076,0.001
Bangladesh,1995,BGD,122600372.0,145833067614.0,99.035,3.486,0.965,0.965,873.64,0.734,21.056,0.172,1.22,13.029,6.738,0.09,0.001
Bangladesh,1996,BGD,124862185.0,155028875281.0,98.168,1.826,1.832,1.832,898.61,0.724,21.507,0.172,0.678,13.498,7.178,0.089,0.001
Bangladesh,1997,BGD,127198070.0,165329622112.0,98.304,3.189,1.696,1.696,926.829,0.713,23.144,0.182,1.227,13.264,8.424,0.095,0.001
Bangladesh,1998,BGD,129622332.0,175900627375.0,98.084,0.862,1.916,1.916,968.654,0.714,23.216,0.179,0.352,14.325,8.271,0.096,0.001
Bangladesh,1999,BGD,132108065.0,187794887949.0,98.176,0.422,1.824,1.824,961.223,0.676,25.093,0.19,0.176,15.616,8.871,0.101,0.001
Bangladesh,2000,BGD,134544303.0,200824294390.0,98.375,2.818,1.625,1.625,1012.713,0.678,26.539,0.197,1.253,16.88,7.702,0.104,0.001
Bangladesh,2001,BGD,136805810.0,213164797419.0,98.169,2.616,1.831,1.831,1138.044,0.73,31.064,0.227,1.33,18.903,9.896,0.121,0.001
