country,year,iso_code,population,gdp,fossil_share_energy,coal_share_energy,renewables_share_energy,low_carbon_share_energy,energy_per_capita,energy_per_gdp,co2,co2_per_capita,coal_co2,gas_co2,oil_co2,share_global_co2,temperature_change_from_co2
Netherlands,2022,NLD,17904421.0,879609110665.0,84.505,6.79,14.417,15.495,53288.391,1.085,127.503,7.121,24.317,57.125,43.775,0.34,0.006
New Zealand,1990,NZL,3396981.0,74483238000.0,59.727,7.618,40.273,40.273,54882.578,2.503,25.49,7.504,4.657,7.131,12.229,0.112,0.002
New Zealand,1991,NZL,3480933.0,74961224062.0,60.707,7.114,39.293,39.293,54636.867,2.537,26.17,7.518,4.508,7.943,12.118,0.113,0.002
New Zealand,1992,NZL,3532246.0,75624106462.0,63.598,7.807,36.402,36.402,53932.098,2.519,28.154,7.971,4.929,8.413,13.128,0.125,0.002
New Zealand,1993,NZL,3573609.0,79461848563.0,60.906,7.478,39.094,39.094,54915.422,2.47,27.746,7.764,4.897,8.159,12.998,0.122,0.002
New Zealand,1994,NZL,3621030.0,84890067977.0,59.928,6.705,40.072,40.072,57204.023,2.44,27.885,7.701,4.636,7.604,13.936,0.121,0.002
New Zealand,1995,NZL,3674434.0,88724280201.0,59.179,6.486,40.821,40.821,58486.742,2.422,27.989,7.617,4.64,7.007,14.589,0.119,0.002
New Zealand,1996,NZL,3729383.0,92246848029.0,61.667,6.293,38.333,38.333,58451.441,2.363,29.288,7.853,4.595,8.099,14.754,0.121,0.002
New Zealand,1997,NZL,3776950.0,95195281693.0,65.415,6.775,34.585,34.585,57724.258,2.29,31.261,8.277,4.946,9.267,15.064,0.128,0.002
New Zealand,1998,NZL,3811376.0,96170421359.0,62.302,6.186,37.698,37.698,57203.105,2.267,29.837,7.828,4.53,7.989,15.336,0.123,0.002
New Zealand,1999,NZL,3835561.0,100616403871.0,65.42,6.267,34.58,34.58,57340.453,2.186,31.443,8.198,4.63,9.163,15.632,0.127,0.002
New Zealand,2000,NZL,3857576.0,104942102861.0,64.636,5.692,35.364,35.364,59508.152,2.187,32.221,8.353,4.419,9.481,16.302,0.126,0.002
New Zealand,2001,NZL,3891763.0,107226686179.0,68.233,7.095,31.767,31.767,58452.426,2.122,34.356,8.828,5.422,10.44,16.427,0.134,0.002
New Zealand,2002,NZL,3951116.0,112775904669.0,65.861,6.871,34.139,34.139,59550.859,2.086,34.519,8.737,5.432,9.856,17.165,0.131,0.002
New Zealand,2003,NZL,4022585.0,118221542739.0,66.634,10.22,33.366,33.366,56697.605,1.929,36.22,9.004,7.752,8.52,17.952,0.131,0.002
New Zealand,2004,NZL,4083912.0,123732222489.0,63.01,10.281,36.99,36.99,57464.543,1.897,35.806,8.768,8.025,7.253,18.325,0.125,0.002
New Zealand,2005,NZL,4135002.0,127087212440.0,66.213,11.709,33.787,33.787,55322.531,1.8,37.401,9.045,8.931,7.564,18.516,0.126,0.002
New Zealand,2006,NZL,4181943.0,130823651084.0,65.953,11.444,34.047,34.047,55061.594,1.76,37.304,8.92,8.808,7.547,18.648,0.122,0.002
New Zealand,2007,NZL,4223270.0,136252900902.0,65.299,8.698,34.701,34.701,54329.863,1.684,36.383,8.615,6.739,8.251,18.858,0.116,0.002
New Zealand,2008,NZL,4261819.0,135932629621.0,66.164,10.742,33.836,33.836,53992.191,1.693,37.485,8.796,8.298,7.801,18.726,0.117,0.002
New Zealand,2009,NZL,4304304.0,136500728040.0,62.638,8.279,37.362,37.362,53324.062,1.681,34.594,8.037,6.33,7.446,18.001,0.11,0.002
New Zealand,2010,NZL,4347766.0,139478805582.0,61.689,6.89,38.311,38.311,54081.445,1.686,34.787,8.001,5.472,8.369,18.081,0.104,0.002
New Zealand,2011,NZL,4382699.0,142521900112.0,60.813,6.939,39.187,39.187,53868.23,1.657,34.241,7.813,5.548,7.614,18.28,0.099,0.002
New Zealand,2012,NZL,4411682.0,146280651356.0,63.304,8.559,36.696,36.696,53913.836,1.626,35.918,8.142,6.867,8.329,18.026,0.103,0.002
New Zealand,2013,NZL,4453857.0,149512485774.0,63.231,7.487,36.769,36.769,53789.949,1.602,35.219,7.908,6.028,8.359,18.42,0.1,0.002
New Zealand,2014,NZL,4522976.0,154422989929.0,62.548,6.598,37.452,37.452,55422.555,1.623,35.399,7.827,5.458,8.579,18.724,0.1,0.002
New Zealand,2015,NZL,4614035.0,160782215776.0,61.857,6.61,38.143,38.143,54663.062,1.569,35.805,7.76,5.486,8.311,19.251,0.101,0.002
New Zealand,2016,NZL,4714768.0,167418113760.0,61.183,5.4,38.817,38.817,54230.543,1.527,34.135,7.24,4.481,7.893,19.363,0.096,0.002
New Zealand,2017,NZL,4812749.0,174187918857.0,62.915,5.59,37.085,37.085,53988.824,1.492,35.661,7.41,4.687,8.519,20.227,0.099,0.002
New Zealand,2018,NZL,4900840.0,181445758308.0,61.902,6.059,38.098,38.098,52734.938,1.424,35.687,7.282,5.267,7.897,20.41,0.097,0.002
New Zealand,2019,NZL,4989410.0,187274507980.0,63.1,6.308,36.9,36.9,52824.816,1.407,36.711,7.358,5.618,8.245,20.778,0.099,0.002
New Zealand,2020,NZL,5069895.0,184971347287.0,60.725,6.566,39.275,39.275,47200.766,1.294,34.109,6.728,5.34,7.954,18.997,0.097,0.002
New Zealand,2021,NZL,5107694.0,196312458906.0,59.684,7.766,40.316,40.316,46175.445,1.201,34.597,6.773,6.191,6.968,19.733,0.094,0.003
New Zealand,2022,NZL,5131731.0,200602760076.0,56.705,5.459,43.295,43.295,45347.203,1.16,31.966,6.229,4.302,6.427,19.258,0.085,0.003
North Macedonia,1990,MKD,2063690.0,17074264103.0,95.388,52.303,4.612,4.612,14372.104,1.737,11.098,5.378,5.829,0.0,5.253,0.049,0.0
North Macedonia,1991,MKD,2056002.0,16091738511.0,91.959,53.024,8.041,8.041,14322.663,1.83,7.789,3.788,3.419,0.0,4.36,0.034,0.0
North Macedonia,1992,MKD,2032516.0,15099004830.0,92.17,51.33,7.83,7.83,14876.61,2.003,8.394,4.13,5.24,0.0,3.155,0.037,0.0
North Macedonia,1993,MKD,2006853.0,14032388036.0,95.196,51.412,4.804,4.804,15088.036,2.158,7.599,3.787,5.255,0.0,2.344,0.033,0.0
North Macedonia,1994,MKD,1992669.0,13843334272.0,93.182,56.929,6.818,6.818,14273.225,2.055,7.903,3.966,5.47,0.0,2.433,0.034,0.0
North Macedonia,1995,MKD,1998531.0,13754792054.0,92.195,58.326,7.805,7.805,14336.097,2.083,7.925,3.966,5.643,0.0,2.283,0.034,0.0
North Macedonia,1996,MKD,2012553.0,13985282522.0,92.873,48.562,7.127,7.127,16536.369,2.38,9.416,4.679,5.844,0.0,3.572,0.039,0.0
North Macedonia,1997,MKD,2025764.0,14249362170.0,91.625,50.404,8.375,8.375,14815.951,2.106,8.446,4.169,5.467,0.0,2.979,0.035,0.0
North Macedonia,1998,MKD,2037575.0,14789521174.0,91.081,57.68,8.919,8.919,16649.197,2.294,9.647,4.735,6.873,0.04,2.734,0.04,0.0
North Macedonia,1999,MKD,2048088.0,15508166039.0,88.038,52.602,11.962,11.962,15870.394,2.096,8.783,4.288,6.021,0.077,2.685,0.035,0.0
North Macedonia,2000,MKD,2057254.0,16307994486.0,89.392,50.738,10.608,10.608,14994.607,1.892,8.468,4.116,5.527,0.125,2.816,0.033,0.0
North Macedonia,2001,MKD,2066300.0,15872667390.0,94.019,59.444,5.981,5.981,14046.638,1.829,8.292,4.013,5.828,0.165,2.298,0.032,0.0
North Macedonia,2002,MKD,2074482.0,16017432272.0,92.652,52.939,7.348,7.348,13671.603,1.771,7.837,3.778,5.104,0.172,2.561,0.03,0.0
North Macedonia,2003,MKD,2081417.0,16466000239.0,88.203,54.217,11.797,11.797,15362.422,1.942,8.533,4.1,5.854,0.15,2.529,0.031,0.0
North Macedonia,2004,MKD,2086581.0,17324217189.0,87.178,52.199,12.822,12.822,15133.405,1.823,8.229,3.944,5.496,0.136,2.598,0.029,0.0
North Macedonia,2005,MKD,2089809.0,18219129334.0,87.591,52.49,12.409,12.409,15591.887,1.788,8.596,4.113,5.771,0.143,2.682,0.029,0.0
North Macedonia,2006,MKD,2089232.0,19227779553.0,86.591,50.111,13.409,13.409,15883.402,1.726,8.651,4.141,5.632,0.154,2.865,0.028,0.0
North Macedonia,2007,MKD,2081972.0,20547244002.0,91.788,51.723,8.212,8.212,15791.787,1.6,9.013,4.329,5.722,0.194,3.097,0.029,0.0
North Macedonia,2008,MKD,2070837.0,21752220835.0,92.951,54.776,7.049,7.049,15354.295,1.462,8.936,4.315,5.936,0.224,2.777,0.028,0.0
North Macedonia,2009,MKD,2060601.0,21758909955.0,89.151,50.282,10.849,10.849,15111.765,1.431,8.248,4.002,5.278,0.147,2.822,0.026,0.0
North Macedonia,2010,MKD,2051510.0,22583127369.0,81.077,44.971,18.923,18.923,16523.738,1.501,8.182,3.988,5.223,0.22,2.739,0.025,0.0
North Macedonia,2011,MKD,2040445.0,23201482935.0,88.916,51.257,11.084,11.084,16560.482,1.456,8.823,4.324,5.818,0.253,2.752,0.026,0.0
North Macedonia,2012,MKD,2027288.0,23095684802.0,91.364,51.91,8.636,8.636,15466.217,1.358,8.457,4.171,5.522,0.26,2.675,0.024,0.0
North Macedonia,2013,MKD,2013280.0,23771197646.0,86.317,45.357,13.683,13.683,14960.775,1.267,7.452,3.702,4.557,0.297,2.599,0.021,0.0
North Macedonia,2014,MKD,1997842.0,24633991465.0,88.143,45.148,11.857,11.857,13996.478,1.135,7.167,3.587,4.32,0.253,2.594,0.02,0.0
North Macedonia,2015,MKD,1980366.0,25583815729.0,82.327,38.752,17.673,17.673,14884.378,1.152,6.72,3.393,3.752,0.231,2.737,0.019,0.0
North Macedonia,2016,MKD,1961268.0,26312536822.0,82.759,33.674,17.241,17.241,15598.139,1.163,6.606,3.368,3.433,0.363,2.81,0.019,0.0
North Macedonia,2017,MKD,1940877.0,26597107306.0,88.799,38.099,11.201,11.201,15164.854,1.107,7.09,3.653,3.812,0.465,2.813,0.02,0.0
North Macedonia,2018,MKD,1919730.0,27363281668.0,83.649,33.363,16.351,16.351,15849.292,1.112,6.654,3.466,3.408,0.476,2.77,0.018,0.0
North Macedonia,2019,MKD,1897643.0,28433274864.0,89.097,38.609,10.903,10.903,16366.357,1.092,7.625,4.018,4.051,0.557,3.017,0.021,0.0
North Macedonia,2020,MKD,1872021.0,27100243788.0,86.604,32.049,13.396,13.396,14801.113,1.022,6.98,3.729,3.459,0.641,2.88,0.02,0.0
North Macedonia,2021,MKD,1851109.0,28165634846.0,85.652,26.957,14.348,14.348,15665.124,1.03,6.518,3.521,2.55,0.813,3.155,0.018,0.0
North Macedonia,2022,MKD,1840236.0,28770256385.0,86.947,32.377,13.053,13.053,16701.213,1.068,7.352,3.995,3.323,0.55,3.479,0.02,0.0
Norway,1990,NOR,4241440.0,124859200464.0,28.442,2.003,71.558,71.558,116215.914,3.948,35.009,8.254,3.687,7.499,20.249,0.154,0.001
Norway,1991,NOR,4261618.0,132697585836.0,29.821,1.923,70.179,70.179,107144.062,3.441,33.466,7.853,3.263,7.826,19.449,0.144,0.001
Norway,1992,NOR,4286255.0,141648316012.0,28.974,1.845,71.026,71.026,111569.008,3.376,34.402,8.026,3.292,8.334,19.749,0.153,0.001
Norway,1993,NOR,4311864.0,150177267961.0,29.245,1.945,70.755,70.755,113774.93,3.267,35.948,8.337,3.7,8.719,20.13,0.158,0.001
Norway,1994,NOR,4336467.0,162645039026.0,31.703,2.259,68.297,68.297,109623.219,2.923,37.863,8.731,4.067,9.423,20.876,0.165,0.001
Norway,1995,NOR,4358991.0,174592147085.0,30.571,2.304,69.429,69.429,116855.484,2.917,38.469,8.825,4.138,9.396,21.313,0.164,0.001
Norway,1996,NOR,4381137.0,189011166346.0,35.468,2.49,64.532,64.532,106642.828,2.472,41.54,9.482,4.139,10.118,23.388,0.171,0.001
Norway,1997,NOR,4404988.0,205129717023.0,34.997,2.357,65.003,65.003,111237.547,2.389,41.644,9.454,4.212,10.553,23.045,0.171,0.001
Norway,1998,NOR,4431308.0,216978667712.0,34.101,2.46,65.899,65.899,115044.422,2.35,41.838,9.441,4.417,9.862,23.751,0.172,0.001
Norway,1999,NOR,4461789.0,228192617125.0,32.855,2.237,67.145,67.145,117802.125,2.303,42.609,9.55,4.402,9.615,24.282,0.172,0.001
Norway,2000,NOR,4490864.0,242751277829.0,29.207,2.07,70.793,70.793,129858.625,2.402,42.131,9.381,4.324,11.042,22.346,0.165,0.001
Norway,2001,NOR,4513650.0,255455331302.0,33.002,2.066,66.998,66.998,115019.922,2.032,43.519,9.642,3.939,12.131,23.33,0.169,0.001
Norway,2002,NOR,4538016.0,267081351259.0,31.676,1.715,68.324,68.324,119752.211,2.035,42.571,9.381,3.434,12.302,23.322,0.162,0.001
Norway,2003,NOR,4564666.0,277856282106.0,37.35,1.888,62.65,62.65,105140.305,1.727,43.919,9.622,3.284,13.021,24.382,0.159,0.001
Norway,2004,NOR,4591739.0,297743119876.0,36.587,2.103,63.413,63.413,105950.953,1.634,44.257,9.638,3.67,13.595,24.047,0.155,0.001
Norway,2005,NOR,4623120.0,314940774381.0,31.315,1.571,68.685,68.685,120792.133,1.773,43.279,9.361,3.319,13.426,23.64,0.146,0.001
Norway,2006,NOR,4660487.0,332457531096.0,34.338,1.469,65.662,65.662,109687.391,1.538,43.859,9.411,2.747,13.6,24.743,0.143,0.001
Norway,2007,NOR,4709017.0,352692911227.0,32.202,1.495,67.798,67.798,117374.898,1.567,45.605,9.685,3.11,13.92,24.389,0.145,0.001
Norway,2008,NOR,4768097.0,364943654963.0,30.683,1.524,69.317,69.317,117427.766,1.534,44.692,9.373,3.23,14.09,23.62,0.139,0.001
Norway,2009,NOR,4828625.0,370113292846.0,32.372,1.319,67.628,67.628,106436.703,1.389,43.098,8.926,2.322,14.793,23.144,0.137,0.001
Norway,2010,NOR,4889160.0,383760934305.0,35.371,1.855,64.629,64.629,101844.125,1.298,45.659,9.339,3.053,15.053,24.535,0.137,0.001
Norway,2011,NOR,4952969.0,399420041611.0,34.376,2.033,65.624,65.624,101764.828,1.262,44.775,9.04,3.202,14.368,24.308,0.13,0.001
Norway,2012,NOR,5018453.0,410276121127.0,30.798,1.773,69.202,69.202,111775.836,1.367,44.258,8.819,3.175,14.086,24.279,0.127,0.001
Norway,2013,NOR,5080126.0,414445317738.0,33.127,1.801,66.873,66.873,102996.664,1.262,44.539,8.767,3.242,13.909,24.539,0.126,0.001
Norway,2014,NOR,5137397.0,422933730082.0,32.086,1.904,67.914,67.914,105489.086,1.281,44.975,8.754,3.473,14.651,24.091,0.127,0.001
Norway,2015,NOR,5189777.0,430788988142.0,32.324,1.683,67.676,67.676,105836.883,1.275,45.523,8.772,3.362,15.516,23.893,0.129,0.001
Norway,2016,NOR,5235974.0,435806553454.0,30.954,1.705,69.046,69.046,106500.5,1.28,44.708,8.539,3.479,15.152,23.38,0.126,0.001
Norway,2017,NOR,5276807.0,446543702505.0,31.106,1.773,68.894,68.894,106154.727,1.254,44.197,8.376,3.581,15.498,22.723,0.123,0.001
Norway,2018,NOR,5311751.0,450245217440.0,31.868,1.756,68.132,68.132,103850.727,1.225,44.472,8.372,3.466,15.335,23.347,0.121,0.001
Norway,2019,NOR,5347733.0,455304831150.0,33.259,1.834,66.741,66.741,96479.188,1.133,42.866,8.016,3.485,15.057,22.084,0.116,0.001
Norway,2020,NOR,5379275.0,449485260525.0,29.037,1.685,70.963,70.963,103430.57,1.238,41.275,7.673,3.539,14.318,21.328,0.117,0.002
Norway,2021,NOR,5408082.0,467007972731.0,28.695,1.796,71.305,71.305,105249.945,1.219,41.058,7.592,3.639,13.397,22.07,0.111,0.002
Norway,2022,NOR,5456796.0,482328451592.0,30.352,1.829,69.648,69.648,97780.367,1.106,40.833,7.483,3.68,12.923,22.164,0.109,0.002
Oman,1990,OMN,1763957.0,18309502487.0,100.0,0.0,0.0,0.0,26429.148,2.546,11.285,6.398,0.0,4.203,5.232,0.05,0.0
Oman,1991,OMN,1851476.0,20523449762.0,100.0,0.0,0.0,0.0,32859.074,2.964,11.658,6.297,0.0,4.458,5.494,0.05,0.0
Oman,1992,OMN,1938240.0,23477627483.0,100.0,0.0,0.0,0.0,31123.568,2.569,11.956,6.168,0.0,6.256,4.043,0.053,0.0
Oman,1993,OMN,2021677.0,26328163578.0,100.0,0.0,0.0,0.0,28780.873,2.21,13.291,6.574,0.0,7.588,4.085,0.058,0.0
Oman,1994,OMN,2081839.0,28891343065.0,100.0,0.0,0.0,0.0,26192.926,1.887,17.466,8.39,0.0,8.416,5.276,0.076,0.0
Oman,1995,OMN,2120531.0,32313285852.0,100.0,0.0,0.0,0.0,30118.717,1.977,18.816,8.873,0.0,6.876,7.678,0.08,0.0
Oman,1996,OMN,2156925.0,35842067925.0,100.0,0.0,0.0,0.0,30375.232,1.828,18.197,8.437,0.0,6.383,7.273,0.075,0.0
Oman,1997,OMN,2190726.0,41346951900.0,100.0,0.001,0.0,0.0,30807.531,1.632,18.145,8.282,0.0,7.497,5.518,0.074,0.0
Oman,1998,OMN,2222492.0,46306004470.0,100.0,0.001,0.0,0.0,31152.215,1.495,18.543,8.343,0.0,8.839,5.363,0.076,0.0
Oman,1999,OMN,2252910.0,50522589652.0,100.0,0.0,0.0,0.0,34921.227,1.557,22.076,9.799,0.0,9.754,7.738,0.089,0.0
Oman,2000,OMN,2282139.0,58124187550.0,100.0,0.003,0.0,0.0,48620.898,1.909,23.984,10.51,0.0,11.029,8.163,0.094,0.0
Oman,2001,OMN,2310223.0,64949142360.0,100.0,0.001,0.0,0.0,53324.789,1.897,22.512,9.744,0.0,12.134,5.251,0.088,0.0
Oman,2002,OMN,2337144.0,68131998222.0,100.0,0.003,0.0,0.0,56120.254,1.925,26.979,11.544,0.0,15.314,6.226,0.103,0.0
Oman,2003,OMN,2363801.0,69978417960.0,100.0,0.0,0.0,0.0,57588.852,1.945,34.563,14.622,0.0,16.818,11.12,0.125,0.0
Oman,2004,OMN,2404822.0,74745449481.0,100.0,0.007,0.0,0.0,58819.918,1.892,29.247,12.162,0.001,15.37,7.504,0.102,0.0
Oman,2005,OMN,2459808.0,80936605625.0,100.0,0.002,0.0,0.0,63469.539,1.929,31.835,12.942,0.004,18.892,6.87,0.108,0.0
Oman,2006,OMN,2514794.0,90553430362.0,100.0,0.021,0.0,0.0,67833.375,1.884,40.45,16.085,0.0,20.625,14.029,0.132,0.0
Oman,2007,OMN,2570175.0,100681198254.0,100.0,0.005,0.0,0.0,66942.758,1.709,45.308,17.629,0.003,21.717,18.148,0.144,0.0
Oman,2008,OMN,2626536.0,115217924982.0,100.0,0.007,0.0,0.0,76528.727,1.745,47.436,18.06,0.009,28.689,13.275,0.148,0.0
Oman,2009,OMN,2684665.0,127016653137.0,100.0,0.008,0.0,0.0,74281.891,1.57,44.504,16.577,0.025,28.729,10.53,0.141,0.0
Oman,2010,OMN,2757450.0,135198273857.0,100.0,0.145,0.0,0.0,85979.016,1.754,51.429,18.651,0.029,34.106,12.109,0.154,0.0
Oman,2011,OMN,3076762.0,132756531310.0,100.0,0.046,0.0,0.0,84460.266,1.957,57.305,18.625,0.027,39.117,12.45,0.166,0.0
Oman,2012,OMN,3547104.0,144522749866.0,100.0,0.127,0.0,0.0,79910.391,1.961,63.105,17.791,0.014,41.637,14.983,0.181,0.0
Oman,2013,OMN,3833915.0,152076951430.0,99.999,0.164,0.001,0.001,82844.789,2.089,65.587,17.107,0.021,45.635,13.168,0.186,0.0
Oman,2014,OMN,4002444.0,154041791696.0,99.999,0.132,0.001,0.001,78943.883,2.051,66.19,16.537,0.015,44.965,14.275,0.187,0.0
Oman,2015,OMN,4184898.0,161770059399.0,99.997,0.17,0.003,0.003,80629.07,2.086,67.883,16.221,0.214,48.251,12.703,0.192,0.0
Oman,2016,OMN,4390880.0,169932976616.0,99.997,0.189,0.003,0.003,77124.477,1.993,66.24,15.086,0.186,48.255,10.941,0.187,0.0
Oman,2017,OMN,4537397.0,170449577065.0,99.989,0.251,0.011,0.011,77558.961,2.065,66.344,14.622,0.166,47.496,11.828,0.184,0.001
Oman,2018,OMN,4597878.0,172643265345.0,99.99,0.23,0.01,0.01,81778.438,2.178,70.678,15.372,0.111,51.296,12.599,0.192,0.001
Oman,2019,OMN,4591248.0,170692383655.0,99.983,0.261,0.017,0.017,81330.617,2.188,72.035,15.69,0.191,52.344,12.324,0.194,0.001
Oman,2020,OMN,4522502.0,165230251016.0,99.891,0.31,0.109,0.109,79945.422,2.188,71.845,15.886,0.329,54.171,10.069,0.204,0.001
Oman,2021,OMN,4500429.0,170025212745.0,99.504,0.246,0.496,0.496,88512.25,2.343,75.041,16.674,0.165,56.451,11.147,0.204,0.001
Oman,2022,OMN,4730229.0,177355008173.0,98.864,0.332,1.136,1.136,89754.836,2.394,77.994,16.488,0.024,58.523,12.725,0.208,0.001
Pakistan,1990,PAK,116155584.0,290069526062.0,83.921,7.957,15.694,16.079,2630.075,1.053,67.827,0.584,8.53,23.117,33.128,0.298,0.001
Pakistan,1991,PAK,120060409.0,311483364597.0,83.785,7.434,15.851,16.215,2696.148,1.039,67.477,0.562,8.024,23.983,32.311,0.291,0.001
Pakistan,1992,PAK,123546855.0,327814343506.0,83.076,7.27,16.468,16.924,2752.224,1.037,72.015,0.583,8.361,25.515,34.971,0.32,0.001
Pakistan,1993,PAK,127020117.0,338978430026.0,83.334,6.896,16.362,16.666,2962.63,1.11,77.176,0.608,8.464,26.949,38.384,0.339,0.001
Pakistan,1994,PAK,130748076.0,356454516834.0,84.064,6.613,15.512,15.936,2978.108,1.092,84.018,0.643,9.208,28.539,42.986,0.366,0.001
Pakistan,1995,PAK,134582255.0,376967615526.0,84.103,6.322,15.541,15.897,3051.513,1.089,83.614,0.621,8.332,28.11,43.693,0.356,0.001
Pakistan,1996,PAK,138557089.0,391435181933.0,83.881,6.017,15.909,16.119,3157.013,1.117,93.542,0.675,9.358,30.404,50.178,0.386,0.001
Pakistan,1997,PAK,142531801.0,402359547116.0,87.488,5.805,12.213,12.512,2966.948,1.051,93.788,0.658,8.574,32.218,49.358,0.385,0.001
Pakistan,1998,PAK,146522354.0,419024845538.0,84.859,5.423,14.898,15.141,3097.472,1.083,96.741,0.66,8.182,32.384,52.58,0.398,0.002
Pakistan,1999,PAK,150565381.0,440333180316.0,87.24,5.19,12.713,12.76,3146.288,1.076,99.389,0.66,8.592,34.476,52.448,0.4,0.002
Pakistan,2000,PAK,154879124.0,459798536606.0,88.7,4.909,10.753,11.3,3123.431,1.052,103.94,0.671,8.192,36.368,55.39,0.407,0.002
Pakistan,2001,PAK,159270910.0,477964444881.0,87.999,4.978,10.829,12.001,3108.855,1.036,105.401,0.662,8.042,37.856,55.088,0.41,0.002
Pakistan,2002,PAK,163222552.0,504824722487.0,87.431,5.379,11.551,12.569,3149.744,1.018,110.566,0.677,7.742,44.77,53.659,0.421,0.002
Pakistan,2003,PAK,167110250.0,543920300431.0,86.272,5.371,12.784,13.728,3316.559,1.019,113.142,0.677,8.841,54.912,44.217,0.409,0.002
Pakistan,2004,PAK,171285999.0,592025705114.0,86.82,5.718,12.115,13.18,3613.283,1.045,124.637,0.728,11.923,60.778,46.331,0.436,0.002
Pakistan,2005,PAK,175453212.0,641139042718.0,85.947,6.049,12.98,14.053,3655.326,1.0,129.947,0.741,11.446,63.497,48.365,0.439,0.002
Pakistan,2006,PAK,179682690.0,685965623310.0,87.0,6.6,11.995,13.0,3782.373,0.991,137.912,0.768,12.051,63.757,54.216,0.451,0.002
Pakistan,2007,PAK,184493231.0,719253757580.0,87.294,7.851,11.84,12.706,3886.621,0.997,148.349,0.804,16.067,64.952,57.866,0.471,0.002
Pakistan,2008,PAK,189499112.0,746912719652.0,89.249,8.454,10.105,10.751,3792.511,0.962,147.901,0.78,12.887,65.756,58.93,0.461,0.002
Pakistan,2009,PAK,194376535.0,774880575078.0,88.904,8.786,10.194,11.096,3834.629,0.962,148.355,0.763,11.446,66.987,58.311,0.471,0.002
Pakistan,2010,PAK,199239048.0,805491514683.0,88.675,8.406,10.436,11.325,3761.661,0.93,147.504,0.74,11.021,63.123,62.145,0.443,0.002
Pakistan,2011,PAK,203746069.0,845096928750.0,88.029,7.954,10.606,11.971,3697.388,0.891,149.488,0.734,12.003,65.959,60.504,0.434,0.002
Pakistan,2012,PAK,207667129.0,878485024934.0,95.011,8.723,3.989,4.989,3379.42,0.799,150.555,0.725,10.369,64.177,63.616,0.431,0.002
Pakistan,2013,PAK,211073979.0,918328534363.0,88.025,7.917,10.559,11.975,3673.495,0.844,148.183,0.702,10.318,63.721,61.042,0.42,0.002
Pakistan,2014,PAK,214264649.0,961516822345.0,87.745,8.374,10.733,12.255,3669.797,0.818,150.81,0.704,13.117,64.202,60.428,0.425,0.002
Pakistan,2015,PAK,217290884.0,1010825281718.0,88.27,8.222,10.407,11.73,3816.599,0.82,144.896,0.667,12.506,64.407,54.382,0.409,0.003
Pakistan,2016,PAK,220138863.0,1061146810870.0,88.228,8.228,10.286,11.772,4090.315,0.849,176.741,0.803,22.614,64.522,74.33,0.499,0.003
Pakistan,2017,PAK,223273974.0,1117267177186.0,88.88,9.946,8.975,11.12,4263.787,0.852,211.981,0.949,37.259,75.724,83.47,0.589,0.003
Pakistan,2018,PAK,226928893.0,1165406508457.0,88.728,13.788,8.879,11.272,4263.363,0.83,203.5,0.897,46.21,74.561,66.654,0.554,0.003
Pakistan,2019,PAK,230800908.0,1172330212219.0,87.21,14.758,10.438,12.79,4218.508,0.831,190.826,0.827,44.715,68.337,61.867,0.515,0.003
Pakistan,2020,PAK,235001745.0,1202026422230.0,86.056,16.577,11.468,13.944,4083.671,0.798,215.51,0.917,52.01,66.395,80.077,0.613,0.003
Pakistan,2021,PAK,239477805.0,1278204948031.0,86.422,16.707,9.927,13.578,4451.399,0.834,243.552,1.017,62.292,67.872,94.018,0.661,0.003
Pakistan,2022,PAK,243700667.0,1318834969356.0,83.805,15.533,10.571,16.195,4017.639,0.742,211.97,0.87,59.54,61.74,73.32,0.565,0.003
Peru,1990,PER,22014772.0,103572000000.0,71.935,1.603,28.065,28.065,4861.144,1.033,21.401,0.972,0.542,1.308,18.144,0.094,0.002
Peru,1991,PER,22483784.0,108468600578.0,68.93,3.138,31.07,31.07,4721.149,0.979,20.758,0.923,0.967,1.183,17.236,0.089,0.002
Peru,1992,PER,22946345.0,110495351335.0,73.103,3.145,26.897,26.897,4504.196,0.935,20.986,0.915,1.048,1.268,17.697,0.093,0.002
Peru,1993,PER,23413783.0,92121419172.0,70.121,3.031,29.879,29.879,4824.25,1.226,23.885,1.02,1.579,1.334,19.811,0.105,0.002
Peru,1994,PER,23881497.0,103509723878.0,70.312,3.433,29.688,29.688,5142.526,1.186,24.177,1.012,1.246,1.392,19.65,0.105,0.002
Peru,1995,PER,24348922.0,111333590886.0,72.227,3.318,27.773,27.773,5475.475,1.197,25.143,1.033,1.393,0.945,20.58,0.107,0.002
Peru,1996,PER,24811174.0,114659592873.0,72.276,3.374,27.724,27.724,5539.343,1.199,24.717,0.996,1.315,1.022,20.115,0.102,0.002
Peru,1997,PER,25274149.0,122417899136.0,71.909,3.582,28.091,28.091,5332.26,1.101,27.747,1.098,1.264,0.788,23.259,0.114,0.003
Peru,1998,PER,25738101.0,122316689368.0,71.623,3.807,28.377,28.377,5402.268,1.137,28.066,1.09,1.466,1.092,23.069,0.116,0.003
Peru,1999,PER,26186499.0,124629013218.0,70.842,3.367,29.158,29.158,5446.822,1.144,29.562,1.129,1.411,1.48,24.549,0.119,0.003
Peru,2000,PER,26598328.0,128561599053.0,68.55,5.07,31.45,31.45,5540.167,1.146,28.678,1.078,1.971,1.396,23.167,0.112,0.003
